protocol,chain,market,name,inputToken,timestamp,blockNumber,totalValueLockedUSD,dailySupplySideRevenueUSD,dailyProtocolSideRevenueUSD,dailyTotalRevenueUSD,dailySupplySideRevenueUSD,dailyBorrowUSD,exchangeRate,rewardToken_1,rewardToken_2,rewardTokenEmissionsUSD_1,rewardTokenEmissionsUSD_2
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1644623503,14187910,1534752967.967706392178957546128484,88576.75952766800901666950641409727,9841.862169740889890741056268233033,98418.62169740889890741056268233033,88576.75952766800901666950641409727,2297238.828770749062806649279392932,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,34216.4587940661027942306989921246,17108.2293970330513971153494960623
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1644705852,14194065,1516158335.054058448163209496152397,79285.98471229853762267237033656142,8809.553856922059735852485592951267,88095.53856922059735852485592951267,79285.98471229853762267237033656142,30376.49806558704137097076006659952,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,33874.73882516849873997519439164834,16937.36941258424936998759719582417
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1644794824,14200736,1512979834.415607447636849183174165,85459.06506652354492919557160593415,9495.451674058171658799507956214912,94954.51674058171658799507956214912,85459.06506652354492919557160593415,257708.665332548948487210384158618,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,33102.23205484141874079449353583288,16551.11602742070937039724676791644
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1644880706,14207150,1495173467.262070925359538908241152,81905.52111143413885515199115172397,9100.61345682601542835022123908044,91006.1345682601542835022123908044,81905.52111143413885515199115172397,574270.5218522466814704334418979865,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,32892.99412847482214310254941370806,16446.49706423741107155127470685403
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1644969430,14213843,1507958896.075434300013259966540678,84652.84205731655863785907538489108,9405.87133970183984865100837609901,94058.7133970183984865100837609901,84652.84205731655863785907538489108,262985.9193001368951579668588997209,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,35863.29139021951314519704932387277,17931.64569510975657259852466193639
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1645051325,14219927,1480447006.595653258927481260500801,77769.20414480600568906714209894775,8641.022682756222854340793566549748,86410.22682756222854340793566549748,77769.20414480600568906714209894775,1515463.582938594814180309751884913,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,35711.86936928814929596676392421841,17855.93468464407464798338196210921
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1645138896,14226510,1477928531.563778097938202066953583,82821.15994541084211250887587261509,9202.351105045649123612097319179458,92023.51105045649123612097319179458,82821.15994541084211250887587261509,48506.76850911870396536640692404289,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,31795.30832934332470255635757500292,15897.65416467166235127817878750146
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1645227570,14233065,1483678397.963083915461676258901767,83729.06674695475805572726839956213,9303.229638550528672858585377729129,93032.29638550528672858585377729129,83729.06674695475805572726839956213,154538.713554914281290114625710044,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,30169.75479708226667564638646533439,15084.87739854113333782319323266719
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1645309708,14239155,1483474189.57196296660903487884203,77315.71535009525808997694744082232,8590.63503889947312110854971564693,85906.3503889947312110854971564693,77315.71535009525808997694744082232,29368.82328186456761131254467622706,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,30047.41090882356633378059272593349,15023.70545441178316689029636296674
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1645401301,14246069,1480666506.819679446334252551690843,85913.03743886491535613074450751536,9545.893048762768372903416056390602,95458.93048762768372903416056390602,85913.03743886491535613074450751536,99759.64663100238551033621145157593,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,28715.82511120400883519277704251952,14357.91255560200441759638852125976
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1645487775,14252502,1245143817.487647357132619996164545,80418.17426236351706798896711669398,8935.35269581816856310988523518822,89353.5269581816856310988523518822,80418.17426236351706798896711669398,2174214.338882926738324263428877046,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,19414.92194132103637414673603098004,9707.460970660495628104001088534924
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1645573893,14258951,1242635744.438460170397303447821385,67718.44840934540131616466278551188,7524.272045482822368462740309501319,75242.72045482822368462740309501319,67718.44840934540131616466278551188,355125.1079789681146980843056682102,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,20243.95283232702746374116247936712,10121.97641616349020961727575429307
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1645652238,14264827,1225418388.984641964783829463677091,61242.98437093517181915142302863643,6804.7760412150190910168247809596,68047.760412150190910168247809596,61242.98437093517181915142302863643,1405381.995114437522568436504699163,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,20306.29905370497081866643776316743,10153.14952685246181463736109237638
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1645747129,14271949,1230614699.23766951590716673727105,74361.87204166969860651937279802915,8262.430226852188734057708088669895,82624.30226852188734057708088669895,74361.87204166969860651937279802915,731983.2372262058789758583176552837,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,18495.34482276898917056863904603559,9247.672411384473094808151314072661
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1645833181,14278352,768597631.9975256360336964998800695,55202.81849073420803964754688725211,6133.646498970467559960838543028016,61336.46498970467559960838543028016,55202.81849073420803964754688725211,493414.4921088019465418791904075656,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,21045.4577379094855783578742778543,10522.72886895471833562522946165063
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1645919989,14284846,772881000.7124310334973444464738617,42403.7749570667112863562199481573,4711.530550785190142928468883128584,47115.30550785190142928468883128584,42403.7749570667112863562199481573,133756.1672732295000115839860657497,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,20138.80876921032188701493394046703,10069.40438460513754342522692269887
aave-v2,mainnet,0x6b175474e89094c44da98b954eedeac495271d0f,Aave interest bearing DAI,DAI,1646002877,14291090,774233457.7198130129052191164822436,40346.87015162811645598271532339766,4482.985572403124050664746147044185,44829.85572403124050664746147044185,40346.87015162811645598271532339766,113102.4126140781585342256412907237,1,0x4da27a545c0c5b758a6ba100e3a049001de870f5,0x4da27a545c0c5b758a6ba100e3a049001de870f5,19714.03401853802764317487928531175,9857.017009268990915067863262895247
