protocol,chain,market,name,inputToken,timestamp,blockNumber,totalValueLockedUSD,dailySupplySideRevenueUSD,dailyProtocolSideRevenueUSD,dailyTotalRevenueUSD,dailySupplySideRevenueUSD,dailyBorrowUSD,exchangeRate,rewardToken_1,rewardToken_2,rewardTokenEmissionsUSD_1,rewardTokenEmissionsUSD_2
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1668211147,37352068,1355040.7885049270604,145.40756569404353,15.76528425903698,161.17284995308051,145.40756569404353,77426.19496287100604,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1668297525,37623782,1377277.16362726669728,127.66968399956706,13.88188917279642,141.55157317236348,127.66968399956706,357266.20017884285702,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1668383943,37884727,2243710.36112367402942,208.64000605297856,20.22563530711728,228.86564136009584,208.64000605297856,6305.02034476960804,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1668468392,38144248,1621517.7477278484,113.87982516017707,12.3508858116841,126.23071097186117,113.87982516017707,85753.85942031997595,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1668555110,38411394,1713000.79844935212951,108.46944547759132,11.79881239393398,120.2682578715253,108.46944547759132,38493.96143560457022,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1668642377,38675968,1672015.03725048476946,97.52904843527335,10.60410787697452,108.13315631224787,97.52904843527335,20864.13475656040028,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1668729526,38925039,2049265.64124573347973,91.0056864058695,9.54821408189895,100.55390048776845,91.0056864058695,49150.32348665536239,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1668815690,39172019,1766662.030149282262,89.29185747126655,9.7074177958603,98.99927526712685,89.29185747126655,45674.79612887203843,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1668902339,39466650,1555098.37608950822226,110.29439270020561,12.07250886982662,122.36690157003223,110.29439270020561,82339.66234460626,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1668988778,39780357,1392729.1539315825112,115.5910145134848,12.48117805264782,128.07219256613262,115.5910145134848,39171.19453704671,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1669075116,40090291,1563542.3593189529146,114.38643294637574,12.25184182842946,126.6382747748052,114.38643294637574,130907.0798613918279,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1669161170,40391286,1583367.84334962879424,126.55308136139903,13.75405859973945,140.30713996113848,126.55308136139903,273870.08361068556256,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1669247888,40679775,1725546.60739019785696,115.49347011957932,12.55153094324988,128.0450010628292,115.49347011957932,56280.35386746548096,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1669334399,40950198,1685621.7597136516905,109.94205208899313,11.94764989308911,121.88970198208224,109.94205208899313,61790.90918717509,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1669420796,41220497,1697431.0427554207205,123.02961125904525,13.3684334657003,136.39804472474555,123.02961125904525,55978.5550546616596,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1669507120,41485054,1634784.25291812343718,126.14099596767461,13.70579892508486,139.84679489275947,126.14099596767461,23785.45215070177982,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1669593489,41744109,1668687.8106837873578,127.10069607971054,13.80909591707652,140.90979199678706,127.10069607971054,13333.74919783171022,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1669679926,42011869,1706308.8707484034974,117.35534778412645,12.7152845355182,130.07063231964465,117.35534778412645,36486.89534418269004,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1669766267,42294248,1548125.2712305186646,119.55477880590638,12.98727918831923,132.54205799422561,119.55477880590638,47218.10511553212851,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1669852770,42569667,1390281.84991195269372,153.18051772145305,16.6387688301959,169.81928655164895,153.18051772145305,116015.38649066932518,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1669937118,42831797,1462743.98084360530576,262.09538181259856,28.46530319244608,290.56068500504464,262.09538181259856,34691.7300486954322,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1670025160,43114265,1534755.49628535508304,191.41743311901992,20.78438222116944,212.20181534018936,191.41743311901992,51350.8788144848208,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1670111995,43391983,1483005.98483614827088,155.96295859847632,16.91371664057136,172.87667523904768,155.96295859847632,30276.88042600254832,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1670197396,43670268,1555873.73809093542834,148.29554278742613,16.10051641536084,164.39605920278697,148.29554278742613,109748.22890000551491,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1670284265,43937003,1621083.9743917164897,153.93106736661618,16.70905942620513,170.64012679282131,153.93106736661618,30567.52629661440234,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1670370788,44212939,1680822.29489634560325,143.5577739019899,15.58236428357254,159.14013818556244,143.5577739019899,38448.043533823,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1670456156,44467153,1781075.37832234048374,139.28698715742609,15.11764826690669,154.40463542433278,139.28698715742609,61891.35549541515764,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1670542667,44718714,1587778.1039817264647,138.64126976670542,15.19423417008566,153.83550393679108,138.64126976670542,48711.03233025489178,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1670629916,44958766,1547401.11966128784362,139.70759156613112,15.01258301907044,154.72017458520156,139.70759156613112,11546.1937619936696,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1670715993,45187063,1577922.50217373115911,134.63028884534771,14.42809466774204,149.05838351308975,134.63028884534771,11564.21933192396116,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1670802963,45411893,1546349.90360365829125,135.47657014484943,14.69919051769217,150.1757606625416,135.47657014484943,5489.93937850348095,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1670888228,45679965,1652703.55171718006982,125.49094900859529,13.61459806171003,139.10554707030532,125.49094900859529,17942.76183561695,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1670975872,45949353,1670838.74867962858828,140.41327185242469,15.23204649972026,155.64531835214495,140.41327185242469,246478.00451280987796,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1671062108,46213715,1700280.96474349115071,147.12568423726715,15.98765985860645,163.1133440958736,147.12568423726715,49341.34787404570151,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1671148489,46494738,1758899.3814767365506,153.73677977235172,16.66000997655238,170.3967897489041,153.73677977235172,79079.32480195937501,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1671235170,46753364,1916693.64226378032988,148.26995868162962,16.31951463996304,164.58947332159266,148.26995868162962,108386.70072045447602,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1671320677,46985316,1987692.12267272847981,141.21541840895745,15.03364969002782,156.24906809898527,141.21541840895745,27259.69886909001656,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1671406861,47200213,2078917.33020733042506,135.31085571288168,14.97069711011673,150.28155282299841,135.31085571288168,18147.29067188397612,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1671490549,47415717,1704314.38786424173538,150.79758967798972,16.05300204465249,166.85059172264221,150.79758967798972,5076.892510283858,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1671578928,47664067,1775852.459528,149.59204576067917,16.5833430860941,166.17538884677327,149.59204576067917,25575.43581764736572,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1671663424,47910706,1787620.04231609857325,152.05528301479975,15.972660400128,168.02794341492775,152.05528301479975,39708.20000770481275,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1671752016,48147448,2022941.86885900117008,151.26207715901133,16.39707526593767,167.659152424949,151.26207715901133,29501.13577848881341,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1671837111,48377382,2064997.378839855083,140.57452848013894,15.23714502962888,155.81167350976782,140.57452848013894,5938.609456048134,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1671926390,48624159,2072009.3108445733989,139.46125691179212,15.11557843085727,154.57683534264939,139.46125691179212,543.0360756465,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1672011153,48865594,2081563.58326606594533,131.21595727972257,14.22107421645033,145.4370314961729,131.21595727972257,71749.60901998197297,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1672098796,49089621,2138679.94142775823534,136.67709106133925,14.8120068929444,151.48909795428365,136.67709106133925,53551.30992932616102,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1672177206,49279661,2164260.4395782733,126.30272548442536,13.68667107829586,139.98939656272122,126.30272548442536,28401.75255779652576,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1672267402,49489603,2337694.7407616108949,145.68305517928875,15.78591112591179,161.46896630520054,145.68305517928875,23392.6030244058,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1672357368,49689349,2286169.1816316134,154.17392406333007,17.0378247677527,171.21174883108277,154.17392406333007,200519.56145094324562,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1672443808,49898205,2216159.68250092824104,168.17554205246104,17.88766850110468,186.06321055356572,168.17554205246104,203437.72604677492604,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1672529138,50081623,2228407.45465997618012,166.80245019794488,18.07053269975348,184.87298289769836,166.80245019794488,10030.79841487832552,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1672613745,50227689,2274974.00554992499932,163.8478987549897,17.74929365508804,181.59719241007774,163.8478987549897,36436.22595393381928,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1672703939,50416368,2303168.35934009414205,189.09717338549163,21.44493016524705,210.54210355073868,189.09717338549163,220554.41152944647994,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1672789996,50656322,2466026.3169248302,200.5609664316957,21.06454506789476,221.62551149959046,200.5609664316957,14299.4750649152311,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1672875128,50907043,2605344.07727324621479,180.43403981988098,19.2372421230252,199.67128194290618,180.43403981988098,25607.29843742389053,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1672962338,51115493,2626028.65950704658444,170.97773790871343,18.89342033115152,189.87115823986495,170.97773790871343,7574.4865670231404,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1673048451,51322295,2589775.65744749364946,169.72970417165528,17.9610036986421,187.69070787029738,169.72970417165528,35309.5750595357,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1673135405,51517557,2615903.9794953118156,167.68969015659824,18.15736129315412,185.84705144975236,167.68969015659824,10347.6365783781374,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1673222086,51715139,2582582.16394361042364,169.2779997451231,18.32829711454982,187.60629685967292,169.2779997451231,16919.90645713201628,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1673307927,51942507,2875839.93645983750634,163.66960951674542,17.72001863728243,181.38962815402785,163.66960951674542,49034.83353664316613,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1673394140,52179379,2876661.37952855986208,165.37369004797383,17.94889197070832,183.32258201868215,165.37369004797383,14205.39465670395,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1673480569,52417048,2874621.87580361327193,168.28154619942172,18.17218158324019,186.45372778266191,168.28154619942172,19867.3703703975522,1,,,,
aave-v3,arbitrum,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,Tether USD,USDT,1673517545,52517427,2877881.55046793040145,72.90989101079959,7.89263147991648,80.80252249071607,72.90989101079959,4087.296728625,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1647474076,8021225,4276053.36344013624924,0.09892845524514,0.01119530137662,0.11012375662176,0.09892845524514,215198.7711824861187,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1647556516,8076317,4269570.39888893811856,31.98568330231982,3.55375945133383,35.53944275365365,31.98568330231982,1202761.141611549,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1647645466,8128767,2271204.17310006565056,272.71723206038366,30.31023411782954,303.0274661782132,272.71723206038366,130986.47154768,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1647729844,8174100,2367454.87721573976798,80.23945068130122,9.77716262190134,90.01661330320256,80.23945068130122,263042.6636822545034,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1647818440,8225948,2374650.2885849452044,108.50808682442788,11.54069489739104,120.04878172181892,108.50808682442788,54071.60216794,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1647901254,8278457,2395540.6506358637364,86.3414370104436,10.74758420558402,97.08902121602762,86.3414370104436,115330.44527211049392,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1647992049,8342046,2409820.65525843143852,111.04135102599813,14.01148081511678,125.05283184111491,111.04135102599813,195390.64804468,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1648079845,8437880,1775560.84924045231345,588.59958381641462,62.1762361437699,650.77581996018452,588.59958381641462,78827.80719244,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1648165761,8531250,1892020.68630529814145,509.31666046226007,57.157077045769,566.47373750802907,509.31666046226007,139670.570420852372,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1648251651,8610046,1973681.961172,444.66706350060185,51.6602404571212,496.32730395772305,444.66706350060185,425386.006775,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1648338229,8663517,1968632.79486108462348,629.83171202050164,66.99432235796126,696.8260343784629,629.83171202050164,57853.7318627119858,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1648425250,8724556,1907005.59082782677916,346.07834249952324,38.40001475781994,384.47835725734318,346.07834249952324,244052.19707698167156,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1648511947,8794495,2385435.40167250868508,346.17789035170632,38.43609154619976,384.61398189790608,346.17789035170632,339065.7943968,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1648593132,8856486,2297314.03936988101099,198.74543286700354,22.0135734146622,220.75900628166574,198.74543286700354,169713.81263025,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1648681249,8936894,2433436.58780622975,214.57304822793354,25.79188862840582,240.36493685633936,214.57304822793354,239852.01870814,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1648770824,9002097,2482174.45049421247829,286.14586794312038,29.74203244657015,315.88790038969053,286.14586794312038,66931.1864342,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1648857453,9077669,2654845.89759122235117,415.13239166345638,46.03374117341832,461.1661328368747,415.13239166345638,442050.81789539263212,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1648941525,9206460,3445366.8950073098448,611.14547504182383,67.75694671040835,678.90242175223218,611.14547504182383,465136.46653608,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1649029591,9264969,3315926.79010542800116,275.46577676433652,30.53566835777016,306.00144512210668,275.46577676433652,178195.142348870526,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1649114774,9318659,3279007.94300896319461,303.81362166120037,33.67569615736771,337.48931781856808,303.81362166120037,56249.70375844,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1649200603,9363936,3342290.248327,309.21147110667683,34.27115639531883,343.48262750199566,309.21147110667683,63752.99536085,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1649287832,9421143,3175668.282386,435.149137,51.101608,486.250745,435.149137,347467.785086,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1649374233,9475782,3419663.08058817350506,792.15064046623004,90.19041796498222,882.34105843121226,792.15064046623004,191521.67175922420584,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1649459883,9525637,3260732.87427911094676,879.97409499111598,92.1885224812439,972.16261747235988,879.97409499111598,185685.356899,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1649547529,9569283,3431583.66821634346906,759.94265726660716,84.5223196172954,844.46497688390256,759.94265726660716,46100.779306,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1649634732,9609986,3259573.23660090341216,544.56065035612836,59.94477911635274,604.5054294724811,544.56065035612836,32599.272062058,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1649720357,9664890,3452602.90816794599976,418.78894938346474,47.66645831482698,466.45540769829172,418.78894938346474,425305.3033508,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1649803576,9712679,3451305.02953992339768,298.31475180261456,35.8936289578444,334.20838076045896,298.31475180261456,206850.32532586792216,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1649893284,9764204,3469018.548698076927,426.31646905299892,43.02492493757036,469.34139399056928,426.31646905299892,144939.900522672213,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1649978106,9819564,3809593.3884554106,455.027753654278,51.188353818162,506.21610747244,455.027753654278,209289.8601799,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1650067008,9884712,4070464.93699773193468,338.91040414100026,36.68301800691496,375.59342214791522,338.91040414100026,136875.2327898771378,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1650153424,9938154,4113129.95117293713913,313.85629425139546,34.73143820993365,348.58773246132911,313.85629425139546,128728.56034194,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1650239725,9996798,4035289.21442638647678,1367.4788913851058,151.30059462099871,1518.77948600610451,1367.4788913851058,543903.0740859072,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1650323628,10055306,4455893.83864227382344,405.52291832855778,44.85684143993883,450.37975976849661,405.52291832855778,239886.28178967,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1650410394,10126281,5886622.14827227637967,358.63565477196048,39.66462998925283,398.30028476121331,358.63565477196048,431684.415792287,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1650497971,10217881,5767777.52586991092566,358.30845233218113,39.7412965876836,398.04974891986473,358.30845233218113,146171.17316723075518,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1650585235,10292162,5782100.90525204003883,366.12325452742227,40.37091334116029,406.49416786858256,366.12325452742227,256935.3029606,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1650669253,10361462,5466928.73093012543216,364.20905789119788,40.27373610966902,404.4827940008669,364.20905789119788,63194.594129254,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1650755384,10425148,5660213.56888457342844,328.47607176924448,36.38431108904303,364.86038285828751,328.47607176924448,29000.2482405,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1650841898,10482754,5361095.41314226433682,303.28967380189956,33.47238704564582,336.76206084754538,303.28967380189956,10902.269144098,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1650930197,10550203,5408102.23728595375896,286.97242918386614,31.72858316402662,318.70101234789276,286.97242918386614,97087.4502799,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1651015646,10611062,5377167.498061,283.78636560428512,31.3746756162986,315.16104122058372,283.78636560428512,174296.7136327388432,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1651102723,10694536,5433064.59765993180978,303.71975378919561,33.5767035096737,337.29645729886931,303.71975378919561,394292.93015084101845,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1651186010,10774433,5391779.10468,325.76357255323691,36.01187543607273,361.77544798930964,325.76357255323691,1296030.60317389104922,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1651276233,10860910,5471864.36275176403368,391.15759524979912,43.238342276949,434.39593752674812,391.15759524979912,616610.129768316,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1651362969,10943734,6253053.39559899004806,416.85057558937081,46.01680875119515,462.86738434056596,416.85057558937081,130769.78867627375211,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1651448753,10993876,6684416.51813961889565,319.90146717960901,37.40671260086783,357.30817978047684,319.90146717960901,161968.93310084167798,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1651535953,11064944,6570798.8058000507186,386.27805948746421,40.73870196577364,427.01676145323785,386.27805948746421,191446.72395508894213,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1651619487,11132704,11980734.4459861532176,208.91420995487286,23.00086079918834,231.9150707540612,208.91420995487286,107094.83909522233308,1,,,,
aave-v3,arbitrum,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USD Coin (Arb1),USDC,1651708298,11211827,11808987.27749920643408,218.27678161314098,24.10080050451616,242.37758211765714,218.27678161314098,144556.0888565180098,1,,,,
